business_name,searched_at,source_type,source_url,result,note
Ethos Consultorio Odontológico,2026-06-16T18:21:38,summary,https://www.google.com/maps/search/?api=1&query=Ethos%20Consultorio%20Odontol%C3%B3gico%20Cuauht%C3%A9moc%2068%20dentista%20Coyoac%C3%A1n%20CDMX,no_public_email,No public business email found. Use manual WhatsApp/Instagram/Maps channel.
Estudio Fisio Coyoacán,2026-06-16T18:21:39,web_search,https://www.bing.com/search?q=%22Estudio%20Fisio%20Coyoac%C3%A1n%22%20correo%20contacto,searched,"""Estudio Fisio Coyoacán"" correo contacto"
Estudio Fisio Coyoacán,2026-06-16T18:21:39,web_search,https://www.bing.com/search?q=%22Estudio%20Fisio%20Coyoac%C3%A1n%22%20email,searched,"""Estudio Fisio Coyoacán"" email"
Estudio Fisio Coyoacán,2026-06-16T18:21:40,web_search,https://www.bing.com/search?q=%22Estudio%20Fisio%20Coyoac%C3%A1n%22%20%22Coyoac%C3%A1n%22%20contacto,searched,"""Estudio Fisio Coyoacán"" ""Coyoacán"" contacto"
Estudio Fisio Coyoacán,2026-06-16T18:21:40,summary,https://www.google.com/maps/search/?api=1&query=Estudio%20Fisio%20Coyoac%C3%A1n%20Londres%20113%20fisioterapia%20Coyoac%C3%A1n%20CDMX,no_public_email,No public business email found. Use manual WhatsApp/Instagram/Maps channel.
Centro Refforza,2026-06-16T18:21:41,web_search,https://www.bing.com/search?q=%22Centro%20Refforza%22%20correo%20contacto,searched,"""Centro Refforza"" correo contacto"
Centro Refforza,2026-06-16T18:21:41,web_search,https://www.bing.com/search?q=%22Centro%20Refforza%22%20email,searched,"""Centro Refforza"" email"
Centro Refforza,2026-06-16T18:21:41,web_search,https://www.bing.com/search?q=%22Centro%20Refforza%22%20%22Condesa%22%20contacto,searched,"""Centro Refforza"" ""Condesa"" contacto"
Centro Refforza,2026-06-16T18:21:42,summary,https://www.google.com/maps/search/?api=1&query=Centro%20Refforza%20Campeche%20289%20fisioterapia%20Condesa%20CDMX,no_public_email,No public business email found. Use manual WhatsApp/Instagram/Maps channel.
Óptica Mr Soul Eyewear,2026-06-16T18:21:43,web_search,https://www.bing.com/search?q=%22%C3%93ptica%20Mr%20Soul%20Eyewear%22%20correo%20contacto,searched,"""Óptica Mr Soul Eyewear"" correo contacto"
Óptica Mr Soul Eyewear,2026-06-16T18:21:43,web_search,https://www.bing.com/search?q=%22%C3%93ptica%20Mr%20Soul%20Eyewear%22%20email,searched,"""Óptica Mr Soul Eyewear"" email"
Óptica Mr Soul Eyewear,2026-06-16T18:21:43,web_search,https://www.bing.com/search?q=%22%C3%93ptica%20Mr%20Soul%20Eyewear%22%20%22Condesa%22%20contacto,searched,"""Óptica Mr Soul Eyewear"" ""Condesa"" contacto"
Óptica Mr Soul Eyewear,2026-06-16T18:21:44,summary,https://www.google.com/maps/search/?api=1&query=%C3%93ptica%20Mr%20Soul%20Eyewear%20%C3%81msterdam%20171%20Colonia%20%C3%B3ptica%20Condesa%20CDMX,no_public_email,No public business email found. Use manual WhatsApp/Instagram/Maps channel.
Psicóloga Lola Hdz. Benito Juárez,2026-06-16T18:21:44,web_search,https://www.bing.com/search?q=%22Psic%C3%B3loga%20Lola%20Hdz.%20Benito%20Ju%C3%A1rez%22%20correo%20contacto,searched,"""Psicóloga Lola Hdz. Benito Juárez"" correo contacto"
Psicóloga Lola Hdz. Benito Juárez,2026-06-16T18:21:44,web_search,https://www.bing.com/search?q=%22Psic%C3%B3loga%20Lola%20Hdz.%20Benito%20Ju%C3%A1rez%22%20email,searched,"""Psicóloga Lola Hdz. Benito Juárez"" email"
Psicóloga Lola Hdz. Benito Juárez,2026-06-16T18:21:45,web_search,https://www.bing.com/search?q=%22Psic%C3%B3loga%20Lola%20Hdz.%20Benito%20Ju%C3%A1rez%22%20%22Condesa%22%20contacto,searched,"""Psicóloga Lola Hdz. Benito Juárez"" ""Condesa"" contacto"
Psicóloga Lola Hdz. Benito Juárez,2026-06-16T18:21:45,summary,https://www.google.com/maps/search/?api=1&query=Psic%C3%B3loga%20Lola%20Hdz.%20Benito%20Ju%C3%A1rez%20Tlaxcala%20177%20psic%C3%B3logo%20Condesa%20CDMX,no_public_email,No public business email found. Use manual WhatsApp/Instagram/Maps channel.
