business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
"Misceláneo, a",Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4698259889
Sisa Atahualpa,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4770520922
Malí,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4946127421
Óptica Biovision,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.biovisiin.com.co,,https://www.openstreetmap.org/node/4998343885
El Alcornoque,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5037897440
Frutos del Sol,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5237031596
El buen alimento,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5285185722
Fusion Wok,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.fusionwok.com.co,,https://www.openstreetmap.org/node/5659140124
Fusion Wok,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.fusionwok.com.co,,https://www.openstreetmap.org/node/5726787821
Pizzeria Carpaneto,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://pizzeriacarpaneto.com/,,https://www.openstreetmap.org/node/6247423685
Sazón Pacífico,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6323882675
Bendito Aroma,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6556594086
Mr. Food,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://mrfoodgourmet.ola.click/,,https://www.openstreetmap.org/node/6896727985
Alma y Café,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7037145385
Los Turcos,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7155200585
Lingua Viva Spanish Institute,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://eslinguaviva.com/,,https://www.openstreetmap.org/node/7270635313
Cheers Pizzería Ingenio,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://cheerspizzeria.com/,,https://www.openstreetmap.org/node/8433183570
Frutos del Mar Azúl,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8666382870
Rich Burger,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/9105957917
Kibbes Fusion,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://kibbesfusion.com/,,https://www.openstreetmap.org/node/9441284851
MadreSelva Vegano,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/10832484606
BeefCoin Grill House,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,@beefcoingrillhouse,,https://www.openstreetmap.org/node/11117658612
Doctor Oral,Colombia,Cali,Granada/Ciudad Jardín,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://doctororalcali.com,,https://www.openstreetmap.org/node/11168307435
Mi Pacifico,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11736959553
Studio Vanity Beauty,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11932201046
Ever y sus Asados,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11949220006
Cheko's,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/11950572795
El Deleite del Mar,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13505290203
La corte de la carne - Granada,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/13806192130
El buen alimento,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/14005023902
El Arepazo de Elsy,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/615457943
Brasa chicken,Colombia,Cali,Granada/Ciudad Jardín,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/way/1333249354
Clinica Santa Teresa,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.clinicasantateresa.com.pe/,,https://www.openstreetmap.org/node/565876567
Antigua Bodega Dalmacia,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.bodegad.com/,,https://www.openstreetmap.org/node/959586057
La 73 Paradero Gourmet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.restaurantela73.com/,,https://www.openstreetmap.org/node/1192970712
Canta Rana,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://cantarana.pe,,https://www.openstreetmap.org/node/1193558406
Haiti,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.haitimiraflores.pe/,,https://www.openstreetmap.org/node/1429504073
La Tiendecita Blanca,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://latiendecitablanca.com.pe/,,https://www.openstreetmap.org/node/1429504323
Brujas de Cachiche,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.brujasdecachiche.com.pe/,,https://www.openstreetmap.org/node/1435192552
Policlínico Pronto Salud Solidario,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://clinicaprontosaludsolidario.godaddysites.com/,,https://www.openstreetmap.org/node/1904507986
La Romana,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://laromana.com.pe/,,https://www.openstreetmap.org/node/2172999993
La Bistecca,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.labisteccalima.com/,,https://www.openstreetmap.org/node/2256264234
Rafael Osterling,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.rafaelosterling.pe/es/lima.html,,https://www.openstreetmap.org/node/2279901516
ámaZ,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://amaz.com.pe/,,https://www.openstreetmap.org/node/2279912459
DonDoh,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.dondoh.com/,,https://www.openstreetmap.org/node/2279947626
Tanta,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://tantaperu.com/,,https://www.openstreetmap.org/node/2279964904
Lima27,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lima27.com/,,https://www.openstreetmap.org/node/2512307097
Pizzeria Mama Lola,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.trattoriamammalola.com/,,https://www.openstreetmap.org/node/2528951644
Sangucheria El Chinito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elchinito.com.pe/locales.html,,https://www.openstreetmap.org/node/2644352418
El Salto del Fraile,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elsaltodelfraile.com/,,https://www.openstreetmap.org/node/2742408710
El Hornero,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.elhornero.com.pe/chorrillos.php,,https://www.openstreetmap.org/node/2743468394
Hard Rock Cafe,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.hardrock.com/cafes/lima/,,https://www.openstreetmap.org/node/2745573281
Jockey Salud,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.jockeysalud.com.pe/,,https://www.openstreetmap.org/node/2745595149
Amoramar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.amoramar.com/,,https://www.openstreetmap.org/node/2784756139
El Rocoto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.elrocoto.com.pe/,,https://www.openstreetmap.org/node/2854486801
Fiesta Gourmet Restaurante,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.restaurantfiestagourmet.com/restaurante.html,,https://www.openstreetmap.org/node/2898404701
La Romántica,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://laromantica.pe/,,https://www.openstreetmap.org/node/2906551601
Madam Tusan,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://madamtusan.pe/,,https://www.openstreetmap.org/node/2906590101
La Picantería,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://picanteriasdelperu.com/,,https://www.openstreetmap.org/node/2942706012
Guru Kebab & Curry,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.guruperu.com/,,https://www.openstreetmap.org/node/3017647181
Papacho's,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://papachos.com/,,https://www.openstreetmap.org/node/3066356180
José Urteaga Calderón,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.notariaurteagacalderon.com/inicio.html,,https://www.openstreetmap.org/node/3077648491
El Chinito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elchinito.com.pe/locales.html,,https://www.openstreetmap.org/node/3219719342
Centro Nacional de Salud Renal,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.essalud.gob.pe/centro-nacional-de-salud-renal/,,https://www.openstreetmap.org/node/3230315412
Perroquet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.countryclublimahotel.com/es/dinning/perroquet-restaurant,,https://www.openstreetmap.org/node/3246793795
Raw Café,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.rawcafe.com.pe,,https://www.openstreetmap.org/node/3497806095
Maido,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.maido.pe/,,https://www.openstreetmap.org/node/3581929393
Titi,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://chifatiti.com/,,https://www.openstreetmap.org/node/3673621792
Clinica San Felipe,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.clinicasanfelipe.com,,https://www.openstreetmap.org/node/4109575491
Mai Liu,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://fulltiendas.com/mailiu/,,https://www.openstreetmap.org/node/4119559023
Adelgace Perú,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.drolaya.com/,,https://www.openstreetmap.org/node/4139697957
Patronato INCA/CGIL,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.inca.it/,,https://www.openstreetmap.org/node/4143184490
Saqra,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.saqra.pe/,,https://www.openstreetmap.org/node/4152194291
Embarcadero 41,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://embarcadero41.com/,,https://www.openstreetmap.org/node/4180718797
Pardos Chicken,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.pardoschicken.pe/restaurantes/pardos-chicken-benavides/,,https://www.openstreetmap.org/node/4181890872
Instituto Nacional Cardiovascular,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://portal.essalud.gob.pe/incor/index.html,,https://www.openstreetmap.org/node/4203505990
La Cuadra de Salvador,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lacuadradesalvador.com/,,https://www.openstreetmap.org/node/4213310396
Chifa Fu Jou,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.fujougourmet.com/,,https://www.openstreetmap.org/node/4216074095
Clinica Inmater,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://inmater.pe/portal/,,https://www.openstreetmap.org/node/4216263790
Cafe La Paz,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.cafedelapazperu.com/,,https://www.openstreetmap.org/node/4216572990
El Parquetito,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.elparquetito.com/,,https://www.openstreetmap.org/node/4216576289
Tanuki,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://allpahotel.com/,,https://www.openstreetmap.org/node/4219054189
La Bodega Verde,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://labodegaverde.blogspot.com/,,https://www.openstreetmap.org/node/4264082491
El 10,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.el10.pe/miraflores.php,,https://www.openstreetmap.org/node/4308219753
Café de la Paz,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.cafedelapazperu.com,,https://www.openstreetmap.org/node/4313395389
Wa Lok,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://walok.com.pe/,,https://www.openstreetmap.org/node/4332775622
Centro de Idiomas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.usmp.edu.pe/idiomas,,https://www.openstreetmap.org/node/4334033102
Las Canastas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lascanastas.com/,,https://www.openstreetmap.org/node/4334125527
Houlihan's,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.houlihansperu.com/,,https://www.openstreetmap.org/node/4336091220
Estadio FC,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.estadio.com.pe/,,https://www.openstreetmap.org/node/4336154416
El fogón del asador,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.elfogondelasador.com.pe/,,https://www.openstreetmap.org/node/4338790192
Costa Delicioza,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.costadelicioza.com,,https://www.openstreetmap.org/node/4340233197
Centro Odontológico Americano,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://coa.pe/,,https://www.openstreetmap.org/node/4341714335
Dental House,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.dental-house.com/,,https://www.openstreetmap.org/node/4341737524
Rústica,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.rustica.com.pe/,,https://www.openstreetmap.org/node/4343704617
Chifa Men Hong,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4344769630
Infinity,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4344925245
Chifa Titi,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.chifatiti.com/,,https://www.openstreetmap.org/node/4344960260
Centro Odontologico Sonrie Dent,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4344969040
Juicy Lusy,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://juicylucy.pe/,,https://www.openstreetmap.org/node/4346194320
Matria Restaurante,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.matriarestaurante.com/,,https://www.openstreetmap.org/node/4346246257
Mykonos,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4346419508
Capirena,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4346432475
Veterinaría San Bernado,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4346560795
Al Tavolo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4347791167
Il Pastifico,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.ilpastificio.com/,,https://www.openstreetmap.org/node/4347829135
Sanahoria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4347880037
SOS Mascotas,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4347954536
PoloVet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://polovet.com.pe/,,https://www.openstreetmap.org/node/4353255096
Mr. Sushi,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.mrsushiperu.com/,,https://www.openstreetmap.org/node/4356642924
La Glorietta,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4356675696
Choco,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4356675791
Chifa Heng Fong,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4356677419
OSensei Sushi Bar,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4361939399
MM Dent,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4361996753
Dental Vieira,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4363561559
Odontomalla,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4363803043
La Bistecca,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.labisteccalima.com,,https://www.openstreetmap.org/node/4365330953
Odontología Especializada e Integral,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4366597037
Pet's Place,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,No coincide con formato peruano esperado.,,,https://www.openstreetmap.org/node/4366817510
Chifa Jin Ying,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4368229107
Naruto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4368674750
Cavero & Valverde,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4372817515
La Plaza Bar & Grill,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.casa-andina.com/destinos/miraflores/hotel-miraflores-lima_casa-andina-select-miraflores/,,https://www.openstreetmap.org/node/4393170727
Chez Wong,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4407041390
Cevicheria,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4419664191
Restaurante Tarboüsh,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4419765591
Rama Designer,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://renemaguiña.xyz,,https://www.openstreetmap.org/node/4419800803
Tomás Gourmet,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://menutomas.com/,,https://www.openstreetmap.org/node/4419840797
J&R Consulting,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4424587191
Renova Salud,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://renovasalud.com/,,https://www.openstreetmap.org/node/4433073625
Restaurante Los Manglares de Tumbes,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4438108500
Embarcadero 41,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://embarcadero41.com/restaurantes/,,https://www.openstreetmap.org/node/4451126488
Museo Larco Café Restaurant,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://cafe.museolarco.org/,,https://www.openstreetmap.org/node/4457042838
L'Eau Vive del Perú,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4457079132
Terminal 1 Fusión,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4465666589
La Tapada,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://latapada.negocio.site/,,https://www.openstreetmap.org/node/4486045726
Anticuchos Bran,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4497671091
Clinica Happy Dents,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.happydents.gob.pe/,,https://www.openstreetmap.org/node/4515306396
Mi Buen Gusto,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.mibuengusto.com,,https://www.openstreetmap.org/node/4518245794
Centro Odontológico César Anchiraico Cosquillo,Peru,Lima,Miraflores/San Isidro/Surco/La Molina/Barranco,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4526967489
