business_name,country,city,zone,reason,matched_existing_record,matched_source_file,source_url
Instituto Nacional Cardiovascular,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://portal.essalud.gob.pe/incor/index.html,,https://www.openstreetmap.org/node/4203505990
Chifa Fu Jou,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.fujougourmet.com/,,https://www.openstreetmap.org/node/4216074095
Clinica Inmater,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://inmater.pe/portal/,,https://www.openstreetmap.org/node/4216263790
Tanuki,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://allpahotel.com/,,https://www.openstreetmap.org/node/4219054189
El 10,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.el10.pe/miraflores.php,,https://www.openstreetmap.org/node/4308219753
Marjorie Spa,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4331324197
Sam & Sab,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4331467898
Wa Lok,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://walok.com.pe/,,https://www.openstreetmap.org/node/4332775622
Centro de Idiomas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.usmp.edu.pe/idiomas,,https://www.openstreetmap.org/node/4334033102
Las Canastas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.lascanastas.com/,,https://www.openstreetmap.org/node/4334125527
Estadio FC,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.estadio.com.pe/,,https://www.openstreetmap.org/node/4336154416
El fogón del asador,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.elfogondelasador.com.pe/,,https://www.openstreetmap.org/node/4338790192
Costa Delicioza,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.costadelicioza.com,,https://www.openstreetmap.org/node/4340233197
Centro Odontológico Americano,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://coa.pe/,,https://www.openstreetmap.org/node/4341714335
Dental House,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.dental-house.com/,,https://www.openstreetmap.org/node/4341737524
Chifa Men Hong,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4344769630
Chifa Titi,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.chifatiti.com/,,https://www.openstreetmap.org/node/4344960260
Juicy Lusy,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://juicylucy.pe/,,https://www.openstreetmap.org/node/4346194320
Matria Restaurante,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.matriarestaurante.com/,,https://www.openstreetmap.org/node/4346246257
Al Tavolo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4347791167
Il Pastifico,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.ilpastificio.com/,,https://www.openstreetmap.org/node/4347829135
Sanahoria,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4347880037
OSensei Sushi Bar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4361939399
La Bistecca,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.labisteccalima.com,,https://www.openstreetmap.org/node/4365330953
Chifa Jin Ying,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4368229107
Naruto,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4368674750
Chez Wong,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4407041390
J&R Consulting,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4424587191
Restaurante Los Manglares de Tumbes,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4438108500
Embarcadero 41,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://embarcadero41.com/restaurantes/,,https://www.openstreetmap.org/node/4451126488
Museo Larco Café Restaurant,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://cafe.museolarco.org/,,https://www.openstreetmap.org/node/4457042838
L'Eau Vive del Perú,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4457079132
La Tapada,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://latapada.negocio.site/,,https://www.openstreetmap.org/node/4486045726
Anticuchos Bran,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4497671091
Centro Odontológico César Anchiraico Cosquillo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4526967489
IK Restaurante,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.ivankisic.pe/,,https://www.openstreetmap.org/node/4527179089
Tzuru Restaurant Nikkei,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.tzururestaurante.com/,,https://www.openstreetmap.org/node/4553480902
Don de Peter,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4555674790
Chifa choi yi,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4676801792
Veggie Pizza,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.veggiepizza.pe,,https://www.openstreetmap.org/node/4685747789
Bon Ami,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4715660989
La Choza Náutica,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4724769492
La Choza Náutica,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4724769493
La Choza Náutica,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4724781197
Klidents,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4755688381
Muñoz,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4755700882
Notaría Carlos Herrera Carrera,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://notariaherreracarrera.com/,,https://www.openstreetmap.org/node/4764175947
Bao?,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4764219905
La curva azul,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4795240921
Las Zarzas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4799874621
Luminaris Spa,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://bienestarluminaris.com/,,https://www.openstreetmap.org/node/4806752121
Clinica Pablo Bermudez,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4808012782
Sushi Pop,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.sushipop.pe/,,https://www.openstreetmap.org/node/4849841121
Namu,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4879348721
La Cabrera,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lacabreraperu.com/,,https://www.openstreetmap.org/node/4880787724
Mis engreidos Veterinaria Pet shop,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.veterinariamisengreidos.com/,,https://www.openstreetmap.org/node/4880939923
Meridiano Lima,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4880940222
Policlínico Peruano-Japonés,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4888683521
Black Maki Bar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4889001524
Yao Ling Spa,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://yaolingspa.com/,,https://www.openstreetmap.org/node/4906629134
El parque,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/4973644772
Sangucheria El Chinito,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elchinito.com.pe,,https://www.openstreetmap.org/node/4995543123
San Ceferino,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://restaurantsanceferino.com,,https://www.openstreetmap.org/node/4997758921
Osteria Gianfranco,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.gianfrancocaffe.com,,https://www.openstreetmap.org/node/5004995721
Paseo Colón,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://paseocolon.com/,,https://www.openstreetmap.org/node/5015691321
Mirada Glamour,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.miradaglamour.com/,,https://www.openstreetmap.org/node/5071636622
Lourdes Flores Nano,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lfnabogados.com.pe/,,https://www.openstreetmap.org/node/5076423088
Giorgio Dalla Pieta,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5076423509
Clínica hogar de Maria,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5076423515
La Baratura,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5084261164
Costanera 700,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://costanera700.pe/,,https://www.openstreetmap.org/node/5099439821
El Chanchito,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.chicharroneria-elchanchito.com,,https://www.openstreetmap.org/node/5108348021
Estrella fu lai,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5140690321
Destellos Ópticos,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5148690722
health pet,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5186361122
Puquina Qocha,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://brisasdeltiticaca.com/puquina-qocha/,,https://www.openstreetmap.org/node/5258634721
China Town,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5335117716
El Bodegón,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.elbodegon.com.pe,,https://www.openstreetmap.org/node/5335214022
Viet,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://viet.pe/,,https://www.openstreetmap.org/node/5396324321
Euroidiomas,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5476898855
Detecta,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.detecta.pe/,,https://www.openstreetmap.org/node/5481482098
SISOL Salud Centro Quirúrgico,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.sisol.gob.pe/,,https://www.openstreetmap.org/node/5485493582
Mácula D&T,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.maculadt.com/,,https://www.openstreetmap.org/node/5577497869
Clínica Odontomédica Galla,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.odontomedicagalla.com/,,https://www.openstreetmap.org/node/5605942363
Andromed,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://andromed.com.pe/,,https://www.openstreetmap.org/node/5612802334
Inmuno Vax,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.inmunovax.com.pe/,,https://www.openstreetmap.org/node/5612802339
IBN Sina,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5612802358
Clínica veterinaria PetCenter,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.petcenter.com.pe/,,https://www.openstreetmap.org/node/5876946117
La Gloria,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://lagloriarestaurant.com/,,https://www.openstreetmap.org/node/5892067685
El Pez On,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://elpez-on.com/,,https://www.openstreetmap.org/node/5931759685
Osaka Pardo and Aliaga,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.osaka.com.pe/,,https://www.openstreetmap.org/node/5952574543
1087 Restaurante,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5967542306
Osso El Restaurante,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.osso.pe/menu/,,https://www.openstreetmap.org/node/5967750564
Estudio Leguía Normand,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.rubio.pe/,,https://www.openstreetmap.org/node/5980207955
La Calesa,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5980554688
Makoto Sushi Bar Miraflores,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://makotosushibar.com/,,https://www.openstreetmap.org/node/5992164842
Catalina 555,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/5996414685
Recavarren,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6045054053
Nanka,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.nanka.pe/,,https://www.openstreetmap.org/node/6049705755
Edo Sushi Bar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://edosushibar.com/,,https://www.openstreetmap.org/node/6049737543
La Terraza del Pardo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6049797584
Maras Restaurantes,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://marasrestaurante.com.pe/,,https://www.openstreetmap.org/node/6049895224
La Fondue by Swissôtel,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.swissotel.com/hotels/lima/dining/la-fondue/,,https://www.openstreetmap.org/node/6049899182
Aji 555,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://aji555.com/,,https://www.openstreetmap.org/node/6049908006
Chabuca Restaurant & Bar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.atton.com/hoteles/atton-san-isidro/,,https://www.openstreetmap.org/node/6050054942
Quimera,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.quimera.com.pe/,,https://www.openstreetmap.org/node/6050106432
La Locanda by Swissôtel,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.swissotel.com/hotels/lima/dining/la-locanda/,,https://www.openstreetmap.org/node/6050139958
Market 770,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.marriott.com/hotels/hotel-information/restaurant/details/limwi-the-westin-lima-hotel-and-convention-center/5974628/,,https://www.openstreetmap.org/node/6050160640
La Eñe,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.restaurante-laene.com/,,https://www.openstreetmap.org/node/6051739010
Al Asador,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.alasador.com/,,https://www.openstreetmap.org/node/6051890809
Statera,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://staterarestaurante.pe/,,https://www.openstreetmap.org/node/6051902999
Isidro Bistró Limeño,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.hyatt.com/en-US/hotel/peru/hyatt-centric-san-isidro-lima/limct/dining,,https://www.openstreetmap.org/node/6053329810
Ramada Encore Restaurante & Bar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://ramadaencoresanisidro.pe/,,https://www.openstreetmap.org/node/6053341920
Siam Thai Cuisine,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.siamthaicuisine.com.pe/,,https://www.openstreetmap.org/node/6053512901
El Bosque,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.plazadelbosque.com/dining-es.html,,https://www.openstreetmap.org/node/6056095555
Barra Lima Restaurante,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6056114337
21.02 Resto & Lounge,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.dazzlerlima.com/es/servicios/restaurant/,,https://www.openstreetmap.org/node/6056169175
Amore,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6094347270
Restaurant Peña Turística Surquillana,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6341175386
Chifa Dao,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6348594886
La Barra de Ramiro - Cevicheria,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6459415385
Osteoperu,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://osteoperu.com/,,https://www.openstreetmap.org/node/6476468286
Clínica Santa María,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicasantamaria.pe/,,https://www.openstreetmap.org/node/6571278172
Instituto de Oncología & Radioterapia,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.oncologiaricardopalma.com/,,https://www.openstreetmap.org/node/6577890321
El Pez Nuestro de Cada Día,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6634674507
Clínica La Luz,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://clinicalaluz.pe/,,https://www.openstreetmap.org/node/6652462590
Cevicheria Mingos 326,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6653394286
Mayta,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://maytalima.com/,,https://www.openstreetmap.org/node/6797001589
El Sillar,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/6873375185
Dios Town,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7002871187
Restaurant Snack Bar - Mr. Koala,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7004766686
Kasamama Buffet Criollo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.kasamama.com/,,https://www.openstreetmap.org/node/7060357086
Clinica San Juan de Dios de Piura,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7064559509
Huaca Pando,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7073265073
Policlinico Pnp Walter Rosales,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7082518484
Medi Clinic,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7129698885
S'Concha Barriada Cevichera,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7507277046
Holomedic Servicios Integrales S.A.C,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://www.holomedic.com.pe/,,https://www.openstreetmap.org/node/7552520836
Jocathex,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://jocathex.com/,,https://www.openstreetmap.org/node/7557798924
Rosa Negra Salón & Spa,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://www.salonsparosanegra.com/,,https://www.openstreetmap.org/node/7563882292
Surito Maketto,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7668125949
Pizza Party,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7729107031
Limamarc,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://limamarc.com.pe/,,https://www.openstreetmap.org/node/7799160044
El Chotano,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/7873594127
Estudio Raul Canelo,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,http://estudioraulcanelo.pe/,,https://www.openstreetmap.org/node/8347297391
500 Grados,Peru,Lima,San Borja/Magdalena/Pueblo Libre,El registro público incluye un sitio web oficial; se excluye para evitar negocios con web moderna.,https://500grados.com,,https://www.openstreetmap.org/node/8359166417
Chifa Palacio Cristal,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8400126840
Vale Vet,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8467787518
Gala Pets,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8681055028
Pet Love,Peru,Lima,San Borja/Magdalena/Pueblo Libre,Country quota already filled for campaign mix.,,,https://www.openstreetmap.org/node/8699377509
